"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"260290","CABO DE SANTO AGOSTINHO","PE","12/2020","3046"
"260300","CABROBÓ","PE","12/2020","135"
"260310","CACHOEIRINHA","PE","12/2020","105"
"260320","CAETÉS","PE","12/2020","231"
"260330","CALÇADO","PE","12/2020","20"
"260340","CALUMBI","PE","12/2020","19"
"260345","CAMARAGIBE","PE","12/2020","2534"
"260350","CAMOCIM DE SÃO FÉLIX","PE","12/2020","144"
"260360","CAMUTANGA","PE","12/2020","109"
"260370","CANHOTINHO","PE","12/2020","305"
"260380","CAPOEIRAS","PE","12/2020","155"
"260390","CARNAÍBA","PE","12/2020","46"
"260392","CARNAUBEIRA DA PENHA","PE","12/2020","15"
"260400","CARPINA","PE","12/2020","1831"
"260410","CARUARU","PE","12/2020","7079"
"260415","CASINHAS","PE","12/2020","18"
"260420","CATENDE","PE","12/2020","673"
"260430","CEDRO","PE","12/2020","15"
"260440","CHÃ DE ALEGRIA","PE","12/2020","56"
"260450","CHÃ GRANDE","PE","12/2020","113"
"260460","CONDADO","PE","12/2020","389"
"260470","CORRENTES","PE","12/2020","131"
"260480","CORTÊS","PE","12/2020","87"
"260490","CUMARU","PE","12/2020","36"
"260500","CUPIRA","PE","12/2020","362"
"260510","CUSTÓDIA","PE","12/2020","159"
"260515","DORMENTES","PE","12/2020","22"
"260520","ESCADA","PE","12/2020","1259"
"260530","EXU","PE","12/2020","144"
"260540","FEIRA NOVA","PE","12/2020","117"
"260545","FERNANDO DE NORONHA","PE","12/2020","4"
"260550","FERREIROS","PE","12/2020","126"
"260560","FLORES","PE","12/2020","126"
"260570","FLORESTA","PE","12/2020","191"
"260580","FREI MIGUELINHO","PE","12/2020","33"
"260590","GAMELEIRA","PE","12/2020","267"
"260600","GARANHUNS","PE","12/2020","3796"
"260610","GLÓRIA DO GOITÁ","PE","12/2020","163"
"260620","GOIANA","PE","12/2020","1782"
"260630","GRANITO","PE","12/2020","5"
"260640","GRAVATÁ","PE","12/2020","1573"
"260650","IATI","PE","12/2020","89"
"260660","IBIMIRIM","PE","12/2020","203"
"260670","IBIRAJUBA","PE","12/2020","28"
"260680","IGARASSU","PE","12/2020","1695"
"260690","IGUARACY","PE","12/2020","37"
"260700","INAJÁ","PE","12/2020","102"
"260710","INGAZEIRA","PE","12/2020","9"
"260720","IPOJUCA","PE","12/2020","1026"
"260730","IPUBI","PE","12/2020","179"
"260740","ITACURUBA","PE","12/2020","7"
"260750","ITAÍBA","PE","12/2020","171"
"260760","ILHA DE ITAMARACÁ","PE","12/2020","330"
"260765","ITAMBÉ","PE","12/2020","478"
"260770","ITAPETIM","PE","12/2020","60"
"260775","ITAPISSUMA","PE","12/2020","339"
"260780","ITAQUITINGA","PE","12/2020","90"
"260790","JABOATÃO DOS GUARARAPES","PE","12/2020","7055"
"260795","JAQUEIRA","PE","12/2020","59"
"260800","JATAÚBA","PE","12/2020","53"
"260805","JATOBÁ","PE","12/2020","59"
"260810","JOÃO ALFREDO","PE","12/2020","113"
"260820","JOAQUIM NABUCO","PE","12/2020","105"
"260825","JUCATI","PE","12/2020","72"
"260830","JUPI","PE","12/2020","161"
"260840","JUREMA","PE","12/2020","65"
"260845","LAGOA DO CARRO","PE","12/2020","53"
"260850","LAGOA DE ITAENGA","PE","12/2020","117"
"260860","LAGOA DO OURO","PE","12/2020","61"
"260870","LAGOA DOS GATOS","PE","12/2020","92"
"260875","LAGOA GRANDE","PE","12/2020","213"
"260880","LAJEDO","PE","12/2020","587"
"260890","LIMOEIRO","PE","12/2020","695"
"260900","MACAPARANA","PE","12/2020","289"
"260910","MACHADOS","PE","12/2020","54"
"260915","MANARI","PE","12/2020","77"
"260920","MARAIAL","PE","12/2020","88"
"260930","MIRANDIBA","PE","12/2020","61"
"260940","MORENO","PE","12/2020","1247"
"260950","NAZARÉ DA MATA","PE","12/2020","871"
"260960","OLINDA","PE","12/2020","6858"
"260970","OROBÓ","PE","12/2020","71"
"260980","OROCÓ","PE","12/2020","21"
"260990","OURICURI","PE","12/2020","509"
"261000","PALMARES","PE","12/2020","1694"
"261010","PALMEIRINA","PE","12/2020","127"
"261020","PANELAS","PE","12/2020","153"
"261030","PARANATAMA","PE","12/2020","75"
"261040","PARNAMIRIM","PE","12/2020","49"
"261050","PASSIRA","PE","12/2020","72"
"261060","PAUDALHO","PE","12/2020","511"
"261070","PAULISTA","PE","12/2020","4591"
"261080","PEDRA","PE","12/2020","89"
"261090","PESQUEIRA","PE","12/2020","519"
"261100","PETROLÂNDIA","PE","12/2020","357"
"261110","PETROLINA","PE","12/2020","3424"
"261120","POÇÃO","PE","12/2020","38"
"261130","POMBOS","PE","12/2020","228"
"261140","PRIMAVERA","PE","12/2020","77"
"261150","QUIPAPÁ","PE","12/2020","261"
"261153","QUIXABA","PE","12/2020","5"
"261160","RECIFE","PE","12/2020","38031"
"261170","RIACHO DAS ALMAS","PE","12/2020","121"
"261180","RIBEIRÃO","PE","12/2020","676"
"261190","RIO FORMOSO","PE","12/2020","185"
"261200","SAIRÉ","PE","12/2020","33"
"261210","SALGADINHO","PE","12/2020","4"
"261220","SALGUEIRO","PE","12/2020","811"
"261230","SALOÁ","PE","12/2020","88"
"261240","SANHARÓ","PE","12/2020","57"
"261245","SANTA CRUZ","PE","12/2020","41"
"261247","SANTA CRUZ DA BAIXA VERDE","PE","12/2020","37"
"261250","SANTA CRUZ DO CAPIBARIBE","PE","12/2020","1647"
"261255","SANTA FILOMENA","PE","12/2020","25"
"261260","SANTA MARIA DA BOA VISTA","PE","12/2020","114"
"261270","SANTA MARIA DO CAMBUCÁ","PE","12/2020","57"
"261280","SANTA TEREZINHA","PE","12/2020","33"
"261290","SÃO BENEDITO DO SUL","PE","12/2020","31"
"261300","SÃO BENTO DO UNA","PE","12/2020","344"
"261310","SÃO CAITANO","PE","12/2020","265"
"261320","SÃO JOÃO","PE","12/2020","200"
"261330","SÃO JOAQUIM DO MONTE","PE","12/2020","223"
"261340","SÃO JOSÉ DA COROA GRANDE","PE","12/2020","132"
"261350","SÃO JOSÉ DO BELMONTE","PE","12/2020","252"
"261360","SÃO JOSÉ DO EGITO","PE","12/2020","455"
"261370","SÃO LOURENÇO DA MATA","PE","12/2020","1971"
"261380","SÃO VICENTE FÉRRER","PE","12/2020","133"
"261390","SERRA TALHADA","PE","12/2020","1187"
"261400","SERRITA","PE","12/2020","30"
"261410","SERTÂNIA","PE","12/2020","376"
"261420","SIRINHAÉM","PE","12/2020","338"
"261430","MOREILÂNDIA","PE","12/2020","31"
"261440","SOLIDÃO","PE","12/2020","9"
"261450","SURUBIM","PE","12/2020","513"
"261460","TABIRA","PE","12/2020","152"
"261470","TACAIMBÓ","PE","12/2020","50"
"261480","TACARATU","PE","12/2020","101"
"261485","TAMANDARÉ","PE","12/2020","144"
"261500","TAQUARITINGA DO NORTE","PE","12/2020","200"
"261510","TEREZINHA","PE","12/2020","19"
"261520","TERRA NOVA","PE","12/2020","14"
"261530","TIMBAÚBA","PE","12/2020","1510"
"261540","TORITAMA","PE","12/2020","561"
"261550","TRACUNHAÉM","PE","12/2020","133"
"261560","TRINDADE","PE","12/2020","293"
"261570","TRIUNFO","PE","12/2020","88"
"261580","TUPANATINGA","PE","12/2020","84"
"261590","TUPARETAMA","PE","12/2020","37"
"261600","VENTUROSA","PE","12/2020","59"
"261610","VERDEJANTE","PE","12/2020","13"
"261618","VERTENTE DO LÉRIO","PE","12/2020","14"
"261620","VERTENTES","PE","12/2020","73"
"261630","VICÊNCIA","PE","12/2020","118"
"261640","VITÓRIA DE SANTO ANTÃO","PE","12/2020","3082"
"261650","XEXÉU","PE","12/2020","180"
"220005","ACAUÃ","PI","12/2020","2"
"220010","AGRICOLÂNDIA","PI","12/2020","20"
"220020","ÁGUA BRANCA","PI","12/2020","141"
"220025","ALAGOINHA DO PIAUÍ","PI","12/2020","2"
"220027","ALEGRETE DO PIAUÍ","PI","12/2020","9"
"220030","ALTO LONGÁ","PI","12/2020","23"
"220040","ALTOS","PI","12/2020","303"
"220045","ALVORADA DO GURGUÉIA","PI","12/2020","11"
"220050","AMARANTE","PI","12/2020","116"
"220060","ANGICAL DO PIAUÍ","PI","12/2020","21"
"220070","ANÍSIO DE ABREU","PI","12/2020","10"
"220080","ANTÔNIO ALMEIDA","PI","12/2020","2"
"220090","AROAZES","PI","12/2020","6"
"220095","AROEIRAS DO ITAIM","PI","12/2020","1"
"220100","ARRAIAL","PI","12/2020","3"
"220105","ASSUNÇÃO DO PIAUÍ","PI","12/2020","2"
"220110","AVELINO LOPES","PI","12/2020","20"
"220115","BAIXA GRANDE DO RIBEIRO","PI","12/2020","1"
"220117","BARRA DALCÂNTARA","PI","12/2020","1"
"220120","BARRAS","PI","12/2020","345"
"220130","BARREIRAS DO PIAUÍ","PI","12/2020","1"
"220140","BARRO DURO","PI","12/2020","22"
"220150","BATALHA","PI","12/2020","129"
"220155","BELA VISTA DO PIAUÍ","PI","12/2020","0"
"220157","BELÉM DO PIAUÍ","PI","12/2020","4"
"220160","BENEDITINOS","PI","12/2020","10"
"220170","BERTOLÍNIA","PI","12/2020","2"
"220173","BETÂNIA DO PIAUÍ","PI","12/2020","0"
"220177","BOA HORA","PI","12/2020","1"
"220180","BOCAINA","PI","12/2020","2"
"220190","BOM JESUS","PI","12/2020","126"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","12/2020","8"
"220192","BONFIM DO PIAUÍ","PI","12/2020","3"
"220194","BOQUEIRÃO DO PIAUÍ","PI","12/2020","4"
"220196","BRASILEIRA","PI","12/2020","16"
"220198","BREJO DO PIAUÍ","PI","12/2020","1"
"220200","BURITI DOS LOPES","PI","12/2020","73"
"220202","BURITI DOS MONTES","PI","12/2020","5"
"220205","CABECEIRAS DO PIAUÍ","PI","12/2020","6"
"220207","CAJAZEIRAS DO PIAUÍ","PI","12/2020","0"
"220208","CAJUEIRO DA PRAIA","PI","12/2020","35"
"220209","CALDEIRÃO GRANDE DO PIAUÍ","PI","12/2020","4"
"220210","CAMPINAS DO PIAUÍ","PI","12/2020","7"
"220211","CAMPO ALEGRE DO FIDALGO","PI","12/2020","2"
"220213","CAMPO GRANDE DO PIAUÍ","PI","12/2020","5"
"220217","CAMPO LARGO DO PIAUÍ","PI","12/2020","10"
"220220","CAMPO MAIOR","PI","12/2020","739"
"220225","CANAVIEIRA","PI","12/2020","5"
"220230","CANTO DO BURITI","PI","12/2020","220"
"220240","CAPITÃO DE CAMPOS","PI","12/2020","18"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","12/2020","4"
"220250","CARACOL","PI","12/2020","14"
"220253","CARAÚBAS DO PIAUÍ","PI","12/2020","7"
"220255","CARIDADE DO PIAUÍ","PI","12/2020","4"
"220260","CASTELO DO PIAUÍ","PI","12/2020","174"
"220265","CAXINGÓ","PI","12/2020","2"
"220270","COCAL","PI","12/2020","76"
"220271","COCAL DE TELHA","PI","12/2020","8"
"220272","COCAL DOS ALVES","PI","12/2020","1"
"220273","COIVARAS","PI","12/2020","2"
"220275","COLÔNIA DO GURGUÉIA","PI","12/2020","11"
"220277","COLÔNIA DO PIAUÍ","PI","12/2020","5"
"220280","CONCEIÇÃO DO CANINDÉ","PI","12/2020","5"
"220285","CORONEL JOSÉ DIAS","PI","12/2020","2"
"220290","CORRENTE","PI","12/2020","204"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","12/2020","2"
"220310","CRISTINO CASTRO","PI","12/2020","49"
"220320","CURIMATÁ","PI","12/2020","34"
"220323","CURRAIS","PI","12/2020","1"
"220325","CURRALINHOS","PI","12/2020","1"
"220327","CURRAL NOVO DO PIAUÍ","PI","12/2020","0"
"220330","DEMERVAL LOBÃO","PI","12/2020","61"
"220335","DIRCEU ARCOVERDE","PI","12/2020","18"
"220340","DOM EXPEDITO LOPES","PI","12/2020","12"
"220342","DOMINGOS MOURÃO","PI","12/2020","8"
"220345","DOM INOCÊNCIO","PI","12/2020","8"
"220350","ELESBÃO VELOSO","PI","12/2020","62"
"220360","ELISEU MARTINS","PI","12/2020","12"
"220370","ESPERANTINA","PI","12/2020","212"
"220375","FARTURA DO PIAUÍ","PI","12/2020","2"
"220380","FLORES DO PIAUÍ","PI","12/2020","6"
"220385","FLORESTA DO PIAUÍ","PI","12/2020","1"
"220390","FLORIANO","PI","12/2020","1011"
"220400","FRANCINÓPOLIS","PI","12/2020","4"
"220410","FRANCISCO AYRES","PI","12/2020","3"
"220415","FRANCISCO MACEDO","PI","12/2020","2"
"220420","FRANCISCO SANTOS","PI","12/2020","20"
"220430","FRONTEIRAS","PI","12/2020","14"
"220435","GEMINIANO","PI","12/2020","7"
"220440","GILBUÉS","PI","12/2020","42"
"220450","GUADALUPE","PI","12/2020","166"
"220455","GUARIBAS","PI","12/2020","1"
"220460","HUGO NAPOLEÃO","PI","12/2020","2"
"220465","ILHA GRANDE","PI","12/2020","31"
"220470","INHUMA","PI","12/2020","33"
"220480","IPIRANGA DO PIAUÍ","PI","12/2020","7"
"220490","ISAÍAS COELHO","PI","12/2020","13"
"220500","ITAINÓPOLIS","PI","12/2020","16"
"220510","ITAUEIRA","PI","12/2020","94"
"220515","JACOBINA DO PIAUÍ","PI","12/2020","2"
"220520","JAICÓS","PI","12/2020","38"
"220525","JARDIM DO MULATO","PI","12/2020","3"
"220527","JATOBÁ DO PIAUÍ","PI","12/2020","4"
"220530","JERUMENHA","PI","12/2020","21"
"220535","JOÃO COSTA","PI","12/2020","0"
"220540","JOAQUIM PIRES","PI","12/2020","13"
"220545","JOCA MARQUES","PI","12/2020","13"
"220550","JOSÉ DE FREITAS","PI","12/2020","151"
"220551","JUAZEIRO DO PIAUÍ","PI","12/2020","3"
"220552","JÚLIO BORGES","PI","12/2020","0"
"220553","JUREMA","PI","12/2020","6"
"220554","LAGOINHA DO PIAUÍ","PI","12/2020","3"
"220555","LAGOA ALEGRE","PI","12/2020","4"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","12/2020","2"
"220557","LAGOA DE SÃO FRANCISCO","PI","12/2020","4"
"220558","LAGOA DO PIAUÍ","PI","12/2020","5"
"220559","LAGOA DO SÍTIO","PI","12/2020","0"
"220560","LANDRI SALES","PI","12/2020","24"
"220570","LUÍS CORREIA","PI","12/2020","280"
"220580","LUZILÂNDIA","PI","12/2020","46"
"220585","MADEIRO","PI","12/2020","1"
"220590","MANOEL EMÍDIO","PI","12/2020","0"
"220595","MARCOLÂNDIA","PI","12/2020","16"
"220600","MARCOS PARENTE","PI","12/2020","8"
"220605","MASSAPÊ DO PIAUÍ","PI","12/2020","3"
"220610","MATIAS OLÍMPIO","PI","12/2020","12"
"220620","MIGUEL ALVES","PI","12/2020","93"
"220630","MIGUEL LEÃO","PI","12/2020","1"
"220635","MILTON BRANDÃO","PI","12/2020","5"
"220640","MONSENHOR GIL","PI","12/2020","18"
"220650","MONSENHOR HIPÓLITO","PI","12/2020","7"
"220660","MONTE ALEGRE DO PIAUÍ","PI","12/2020","11"
"220665","MORRO CABEÇA NO TEMPO","PI","12/2020","0"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","12/2020","2"
"220669","MURICI DOS PORTELAS","PI","12/2020","3"
"220670","NAZARÉ DO PIAUÍ","PI","12/2020","13"
"220672","NAZÁRIA","PI","12/2020","23"
"220675","NOSSA SENHORA DE NAZARÉ","PI","12/2020","8"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","12/2020","6"
"220690","NOVO ORIENTE DO PIAUÍ","PI","12/2020","3"
"220695","NOVO SANTO ANTÔNIO","PI","12/2020","17"
"220700","OEIRAS","PI","12/2020","388"
"220710","OLHO DÁGUA DO PIAUÍ","PI","12/2020","2"
"220720","PADRE MARCOS","PI","12/2020","17"
"220730","PAES LANDIM","PI","12/2020","0"
"220735","PAJEÚ DO PIAUÍ","PI","12/2020","4"
"220740","PALMEIRA DO PIAUÍ","PI","12/2020","4"
"220750","PALMEIRAIS","PI","12/2020","16"
"220755","PAQUETÁ","PI","12/2020","1"
"220760","PARNAGUÁ","PI","12/2020","6"
"220770","PARNAÍBA","PI","12/2020","2591"
"220775","PASSAGEM FRANCA DO PIAUÍ","PI","12/2020","7"
"220777","PATOS DO PIAUÍ","PI","12/2020","1"
"220779","PAU DARCO DO PIAUÍ","PI","12/2020","1"
"220780","PAULISTANA","PI","12/2020","132"
"220785","PAVUSSU","PI","12/2020","4"
"220790","PEDRO II","PI","12/2020","235"
"220793","PEDRO LAURENTINO","PI","12/2020","0"
"220795","NOVA SANTA RITA","PI","12/2020","2"
"220800","PICOS","PI","12/2020","928"
"220810","PIMENTEIRAS","PI","12/2020","9"
"220820","PIO IX","PI","12/2020","21"
"220830","PIRACURUCA","PI","12/2020","171"
"220840","PIRIPIRI","PI","12/2020","735"
"220850","PORTO","PI","12/2020","9"
"220855","PORTO ALEGRE DO PIAUÍ","PI","12/2020","3"
"220860","PRATA DO PIAUÍ","PI","12/2020","3"
"220865","QUEIMADA NOVA","PI","12/2020","2"
"220870","REDENÇÃO DO GURGUÉIA","PI","12/2020","7"
"220880","REGENERAÇÃO","PI","12/2020","66"
"220885","RIACHO FRIO","PI","12/2020","3"
"220887","RIBEIRA DO PIAUÍ","PI","12/2020","1"
"220890","RIBEIRO GONÇALVES","PI","12/2020","12"
"220900","RIO GRANDE DO PIAUÍ","PI","12/2020","9"
"220910","SANTA CRUZ DO PIAUÍ","PI","12/2020","9"
"220915","SANTA CRUZ DOS MILAGRES","PI","12/2020","1"
"220920","SANTA FILOMENA","PI","12/2020","5"
"220930","SANTA LUZ","PI","12/2020","1"
"220935","SANTANA DO PIAUÍ","PI","12/2020","0"
"220937","SANTA ROSA DO PIAUÍ","PI","12/2020","1"
"220940","SANTO ANTÔNIO DE LISBOA","PI","12/2020","5"
"220945","SANTO ANTÔNIO DOS MILAGRES","PI","12/2020","0"
"220950","SANTO INÁCIO DO PIAUÍ","PI","12/2020","9"
"220955","SÃO BRAZ DO PIAUÍ","PI","12/2020","2"
"220960","SÃO FÉLIX DO PIAUÍ","PI","12/2020","1"
"220965","SÃO FRANCISCO DE ASSIS DO PIAUÍ","PI","12/2020","4"
"220970","SÃO FRANCISCO DO PIAUÍ","PI","12/2020","9"
"220975","SÃO GONÇALO DO GURGUÉIA","PI","12/2020","2"
"220980","SÃO GONÇALO DO PIAUÍ","PI","12/2020","2"
"220985","SÃO JOÃO DA CANABRAVA","PI","12/2020","7"
"220987","SÃO JOÃO DA FRONTEIRA","PI","12/2020","1"
"220990","SÃO JOÃO DA SERRA","PI","12/2020","1"
"220995","SÃO JOÃO DA VARJOTA","PI","12/2020","3"
"220997","SÃO JOÃO DO ARRAIAL","PI","12/2020","11"
"221000","SÃO JOÃO DO PIAUÍ","PI","12/2020","117"
"221005","SÃO JOSÉ DO DIVINO","PI","12/2020","4"
"221010","SÃO JOSÉ DO PEIXE","PI","12/2020","4"
"221020","SÃO JOSÉ DO PIAUÍ","PI","12/2020","1"
"221030","SÃO JULIÃO","PI","12/2020","8"
"221035","SÃO LOURENÇO DO PIAUÍ","PI","12/2020","0"
"221037","SÃO LUIS DO PIAUÍ","PI","12/2020","4"
"221038","SÃO MIGUEL DA BAIXA GRANDE","PI","12/2020","3"
"221039","SÃO MIGUEL DO FIDALGO","PI","12/2020","0"
"221040","SÃO MIGUEL DO TAPUIO","PI","12/2020","39"
"221050","SÃO PEDRO DO PIAUÍ","PI","12/2020","39"
"221060","SÃO RAIMUNDO NONATO","PI","12/2020","240"
"221062","SEBASTIÃO BARROS","PI","12/2020","0"
"221063","SEBASTIÃO LEAL","PI","12/2020","4"
"221065","SIGEFREDO PACHECO","PI","12/2020","13"
"221070","SIMÕES","PI","12/2020","18"
"221080","SIMPLÍCIO MENDES","PI","12/2020","53"
"221090","SOCORRO DO PIAUÍ","PI","12/2020","4"
"221093","SUSSUAPARA","PI","12/2020","11"
"221095","TAMBORIL DO PIAUÍ","PI","12/2020","0"
"221097","TANQUE DO PIAUÍ","PI","12/2020","2"
"221100","TERESINA","PI","12/2020","10377"
"221110","UNIÃO","PI","12/2020","264"
"221120","URUÇUÍ","PI","12/2020","144"
"221130","VALENÇA DO PIAUÍ","PI","12/2020","190"
"221135","VÁRZEA BRANCA","PI","12/2020","5"
"221140","VÁRZEA GRANDE","PI","12/2020","6"
"221150","VERA MENDES","PI","12/2020","2"
"221160","VILA NOVA DO PIAUÍ","PI","12/2020","0"
"221170","WALL FERRAZ","PI","12/2020","0"
"410010","ABATIÁ","PR","12/2020","24"
"410020","ADRIANÓPOLIS","PR","12/2020","26"
"410030","AGUDOS DO SUL","PR","12/2020","75"
"410040","ALMIRANTE TAMANDARÉ","PR","12/2020","610"
"410045","ALTAMIRA DO PARANÁ","PR","12/2020","9"
"410050","ALTÔNIA","PR","12/2020","208"
"410060","ALTO PARANÁ","PR","12/2020","74"
"410070","ALTO PIQUIRI","PR","12/2020","50"
"410080","ALVORADA DO SUL","PR","12/2020","65"
"410090","AMAPORÃ","PR","12/2020","10"
"410100","AMPÉRE","PR","12/2020","87"
"410105","ANAHY","PR","12/2020","18"
"410110","ANDIRÁ","PR","12/2020","136"
"410115","ÂNGULO","PR","12/2020","12"
"410120","ANTONINA","PR","12/2020","216"
"410130","ANTÔNIO OLINTO","PR","12/2020","20"
"410140","APUCARANA","PR","12/2020","1652"
"410150","ARAPONGAS","PR","12/2020","1646"
"410160","ARAPOTI","PR","12/2020","198"
"410165","ARAPUÃ","PR","12/2020","21"
"410170","ARARUNA","PR","12/2020","64"
"410180","ARAUCÁRIA","PR","12/2020","1003"
"410185","ARIRANHA DO IVAÍ","PR","12/2020","4"
"410190","ASSAÍ","PR","12/2020","186"
"410200","ASSIS CHATEAUBRIAND","PR","12/2020","266"
"410210","ASTORGA","PR","12/2020","305"
"410220","ATALAIA","PR","12/2020","24"
"410230","BALSA NOVA","PR","12/2020","78"
"410240","BANDEIRANTES","PR","12/2020","266"
"410250","BARBOSA FERRAZ","PR","12/2020","108"
"410260","BARRACÃO","PR","12/2020","134"
"410270","BARRA DO JACARÉ","PR","12/2020","7"
"410275","BELA VISTA DA CAROBA","PR","12/2020","12"
"410280","BELA VISTA DO PARAÍSO","PR","12/2020","140"
"410290","BITURUNA","PR","12/2020","100"
"410300","BOA ESPERANÇA","PR","12/2020","23"
"410302","BOA ESPERANÇA DO IGUAÇU","PR","12/2020","8"
"410304","BOA VENTURA DE SÃO ROQUE","PR","12/2020","13"
"410305","BOA VISTA DA APARECIDA","PR","12/2020","102"
"410310","BOCAIÚVA DO SUL","PR","12/2020","90"
"410315","BOM JESUS DO SUL","PR","12/2020","14"
"410320","BOM SUCESSO","PR","12/2020","43"
"410322","BOM SUCESSO DO SUL","PR","12/2020","11"
"410330","BORRAZÓPOLIS","PR","12/2020","58"
"410335","BRAGANEY","PR","12/2020","46"
"410337","BRASILÂNDIA DO SUL","PR","12/2020","11"
"410340","CAFEARA","PR","12/2020","7"
"410345","CAFELÂNDIA","PR","12/2020","91"
"410347","CAFEZAL DO SUL","PR","12/2020","11"
"410350","CALIFÓRNIA","PR","12/2020","95"
"410360","CAMBARÁ","PR","12/2020","171"
"410370","CAMBÉ","PR","12/2020","1357"
"410380","CAMBIRA","PR","12/2020","78"
"410390","CAMPINA DA LAGOA","PR","12/2020","120"
"410395","CAMPINA DO SIMÃO","PR","12/2020","13"
"410400","CAMPINA GRANDE DO SUL","PR","12/2020","464"
"410405","CAMPO BONITO","PR","12/2020","23"
"410410","CAMPO DO TENENTE","PR","12/2020","8"
"410420","CAMPO LARGO","PR","12/2020","900"
"410425","CAMPO MAGRO","PR","12/2020","106"
"410430","CAMPO MOURÃO","PR","12/2020","1059"
"410440","CÂNDIDO DE ABREU","PR","12/2020","104"
"410442","CANDÓI","PR","12/2020","124"
"410445","CANTAGALO","PR","12/2020","126"
"410450","CAPANEMA","PR","12/2020","201"
"410460","CAPITÃO LEÔNIDAS MARQUES","PR","12/2020","262"
"410465","CARAMBEÍ","PR","12/2020","93"
"410470","CARLÓPOLIS","PR","12/2020","102"
"410480","CASCAVEL","PR","12/2020","3297"
"410490","CASTRO","PR","12/2020","571"
"410500","CATANDUVAS","PR","12/2020","117"
"410510","CENTENÁRIO DO SUL","PR","12/2020","44"
"410520","CERRO AZUL","PR","12/2020","66"
"410530","CÉU AZUL","PR","12/2020","203"
"410540","CHOPINZINHO","PR","12/2020","86"
"410550","CIANORTE","PR","12/2020","976"
"410560","CIDADE GAÚCHA","PR","12/2020","45"
"410570","CLEVELÂNDIA","PR","12/2020","142"
"410580","COLOMBO","PR","12/2020","1994"
"410590","COLORADO","PR","12/2020","132"
"410600","CONGONHINHAS","PR","12/2020","28"
"410610","CONSELHEIRO MAIRINCK","PR","12/2020","9"
"410620","CONTENDA","PR","12/2020","83"
"410630","CORBÉLIA","PR","12/2020","193"
"410640","CORNÉLIO PROCÓPIO","PR","12/2020","377"
"410645","CORONEL DOMINGOS SOARES","PR","12/2020","31"
"410650","CORONEL VIVIDA","PR","12/2020","129"
"410655","CORUMBATAÍ DO SUL","PR","12/2020","27"
"410657","CRUZEIRO DO IGUAÇU","PR","12/2020","18"
"410660","CRUZEIRO DO OESTE","PR","12/2020","189"
"410670","CRUZEIRO DO SUL","PR","12/2020","12"
"410680","CRUZ MACHADO","PR","12/2020","45"
"410685","CRUZMALTINA","PR","12/2020","7"
"410690","CURITIBA","PR","12/2020","16629"
"410700","CURIÚVA","PR","12/2020","84"
"410710","DIAMANTE DO NORTE","PR","12/2020","26"
"410712","DIAMANTE DO SUL","PR","12/2020","11"
"410715","DIAMANTE DOESTE","PR","12/2020","23"
"410720","DOIS VIZINHOS","PR","12/2020","303"
"410725","DOURADINA","PR","12/2020","51"
"410730","DOUTOR CAMARGO","PR","12/2020","51"
"410740","ENÉAS MARQUES","PR","12/2020","30"
"410750","ENGENHEIRO BELTRÃO","PR","12/2020","90"
"410752","ESPERANÇA NOVA","PR","12/2020","10"
"410753","ENTRE RIOS DO OESTE","PR","12/2020","34"
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","12/2020","25"
"410755","FAROL","PR","12/2020","35"
"410760","FAXINAL","PR","12/2020","350"
"410765","FAZENDA RIO GRANDE","PR","12/2020","984"
"410770","FÊNIX","PR","12/2020","27"
"410773","FERNANDES PINHEIRO","PR","12/2020","17"
"410775","FIGUEIRA","PR","12/2020","47"
"410780","FLORAÍ","PR","12/2020","39"
"410785","FLOR DA SERRA DO SUL","PR","12/2020","12"
"410790","FLORESTA","PR","12/2020","45"
"410800","FLORESTÓPOLIS","PR","12/2020","109"
"410810","FLÓRIDA","PR","12/2020","8"
"410820","FORMOSA DO OESTE","PR","12/2020","48"
"410830","FOZ DO IGUAÇU","PR","12/2020","4937"
"410832","FRANCISCO ALVES","PR","12/2020","34"
"410840","FRANCISCO BELTRÃO","PR","12/2020","686"
"410845","FOZ DO JORDÃO","PR","12/2020","19"
"410850","GENERAL CARNEIRO","PR","12/2020","54"
"410855","GODOY MOREIRA","PR","12/2020","12"
"410860","GOIOERÊ","PR","12/2020","350"
"410865","GOIOXIM","PR","12/2020","28"
"410870","GRANDES RIOS","PR","12/2020","23"
"410880","GUAÍRA","PR","12/2020","562"
"410890","GUAIRAÇÁ","PR","12/2020","26"
"410895","GUAMIRANGA","PR","12/2020","18"
"410900","GUAPIRAMA","PR","12/2020","6"
"410910","GUAPOREMA","PR","12/2020","5"
"410920","GUARACI","PR","12/2020","12"
"410930","GUARANIAÇU","PR","12/2020","205"
"410940","GUARAPUAVA","PR","12/2020","1986"
"410950","GUARAQUEÇABA","PR","12/2020","30"
"410960","GUARATUBA","PR","12/2020","501"
"410965","HONÓRIO SERPA","PR","12/2020","20"
