"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"220210","CAMPINAS DO PIAUÍ","PI","10/2019","1104"
"220211","CAMPO ALEGRE DO FIDALGO","PI","10/2019","1230"
"220213","CAMPO GRANDE DO PIAUÍ","PI","10/2019","1149"
"220217","CAMPO LARGO DO PIAUÍ","PI","10/2019","1755"
"220220","CAMPO MAIOR","PI","10/2019","5756"
"220225","CANAVIEIRA","PI","10/2019","709"
"220230","CANTO DO BURITI","PI","10/2019","4050"
"220240","CAPITÃO DE CAMPOS","PI","10/2019","2057"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","10/2019","1131"
"220250","CARACOL","PI","10/2019","2157"
"220253","CARAÚBAS DO PIAUÍ","PI","10/2019","1133"
"220255","CARIDADE DO PIAUÍ","PI","10/2019","1240"
"220260","CASTELO DO PIAUÍ","PI","10/2019","2845"
"220265","CAXINGÓ","PI","10/2019","880"
"220270","COCAL","PI","10/2019","4836"
"220271","COCAL DE TELHA","PI","10/2019","1069"
"220272","COCAL DOS ALVES","PI","10/2019","1141"
"220273","COIVARAS","PI","10/2019","754"
"220275","COLÔNIA DO GURGUÉIA","PI","10/2019","1431"
"220277","COLÔNIA DO PIAUÍ","PI","10/2019","1440"
"220280","CONCEIÇÃO DO CANINDÉ","PI","10/2019","1068"
"220285","CORONEL JOSÉ DIAS","PI","10/2019","1010"
"220290","CORRENTE","PI","10/2019","3508"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","10/2019","1268"
"220310","CRISTINO CASTRO","PI","10/2019","1857"
"220320","CURIMATÁ","PI","10/2019","1794"
"220323","CURRAIS","PI","10/2019","977"
"220325","CURRALINHOS","PI","10/2019","843"
"220327","CURRAL NOVO DO PIAUÍ","PI","10/2019","1007"
"220330","DEMERVAL LOBÃO","PI","10/2019","2891"
"220335","DIRCEU ARCOVERDE","PI","10/2019","1293"
"220340","DOM EXPEDITO LOPES","PI","10/2019","941"
"220342","DOMINGOS MOURÃO","PI","10/2019","769"
"220345","DOM INOCÊNCIO","PI","10/2019","2080"
"220350","ELESBÃO VELOSO","PI","10/2019","1790"
"220360","ELISEU MARTINS","PI","10/2019","720"
"220370","ESPERANTINA","PI","10/2019","6659"
"220375","FARTURA DO PIAUÍ","PI","10/2019","1230"
"220380","FLORES DO PIAUÍ","PI","10/2019","1013"
"220385","FLORESTA DO PIAUÍ","PI","10/2019","525"
"220390","FLORIANO","PI","10/2019","3958"
"220400","FRANCINÓPOLIS","PI","10/2019","788"
"220410","FRANCISCO AYRES","PI","10/2019","701"
"220415","FRANCISCO MACEDO","PI","10/2019","490"
"220420","FRANCISCO SANTOS","PI","10/2019","1174"
"220430","FRONTEIRAS","PI","10/2019","1920"
"220435","GEMINIANO","PI","10/2019","1115"
"220440","GILBUÉS","PI","10/2019","1623"
"220450","GUADALUPE","PI","10/2019","1527"
"220455","GUARIBAS","PI","10/2019","1061"
"220460","HUGO NAPOLEÃO","PI","10/2019","696"
"220465","ILHA GRANDE","PI","10/2019","1514"
"220470","INHUMA","PI","10/2019","2316"
"220480","IPIRANGA DO PIAUÍ","PI","10/2019","1443"
"220490","ISAÍAS COELHO","PI","10/2019","1781"
"220500","ITAINÓPOLIS","PI","10/2019","1861"
"220510","ITAUEIRA","PI","10/2019","1461"
"220515","JACOBINA DO PIAUÍ","PI","10/2019","1238"
"220520","JAICÓS","PI","10/2019","3427"
"220525","JARDIM DO MULATO","PI","10/2019","980"
"220527","JATOBÁ DO PIAUÍ","PI","10/2019","914"
"220530","JERUMENHA","PI","10/2019","1001"
"220535","JOÃO COSTA","PI","10/2019","569"
"220540","JOAQUIM PIRES","PI","10/2019","2538"
"220545","JOCA MARQUES","PI","10/2019","1033"
"220550","JOSÉ DE FREITAS","PI","10/2019","5678"
"220551","JUAZEIRO DO PIAUÍ","PI","10/2019","954"
"220552","JÚLIO BORGES","PI","10/2019","970"
"220553","JUREMA","PI","10/2019","1053"
"220554","LAGOINHA DO PIAUÍ","PI","10/2019","399"
"220555","LAGOA ALEGRE","PI","10/2019","1507"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","10/2019","641"
"220557","LAGOA DE SÃO FRANCISCO","PI","10/2019","991"
"220558","LAGOA DO PIAUÍ","PI","10/2019","845"
"220559","LAGOA DO SÍTIO","PI","10/2019","1022"
"220560","LANDRI SALES","PI","10/2019","1168"
"220570","LUÍS CORREIA","PI","10/2019","4973"
"220580","LUZILÂNDIA","PI","10/2019","5339"
"220585","MADEIRO","PI","10/2019","1314"
"220590","MANOEL EMÍDIO","PI","10/2019","731"
"220595","MARCOLÂNDIA","PI","10/2019","1902"
"220600","MARCOS PARENTE","PI","10/2019","939"
"220605","MASSAPÊ DO PIAUÍ","PI","10/2019","1057"
"220610","MATIAS OLÍMPIO","PI","10/2019","2155"
"220620","MIGUEL ALVES","PI","10/2019","6218"
"220630","MIGUEL LEÃO","PI","10/2019","177"
"220635","MILTON BRANDÃO","PI","10/2019","1058"
"220640","MONSENHOR GIL","PI","10/2019","1660"
"220650","MONSENHOR HIPÓLITO","PI","10/2019","1271"
"220660","MONTE ALEGRE DO PIAUÍ","PI","10/2019","1798"
"220665","MORRO CABEÇA NO TEMPO","PI","10/2019","817"
"220667","MORRO DO CHAPÉU DO PIAUÍ","PI","10/2019","1120"
"220669","MURICI DOS PORTELAS","PI","10/2019","1304"
"220670","NAZARÉ DO PIAUÍ","PI","10/2019","1416"
"220672","NAZÁRIA","PI","10/2019","2060"
"220675","NOSSA SENHORA DE NAZARÉ","PI","10/2019","868"
"220680","NOSSA SENHORA DOS REMÉDIOS","PI","10/2019","2225"
"220690","NOVO ORIENTE DO PIAUÍ","PI","10/2019","978"
"220695","NOVO SANTO ANTÔNIO","PI","10/2019","651"
"220700","OEIRAS","PI","10/2019","5461"
"220710","OLHO DÁGUA DO PIAUÍ","PI","10/2019","480"
"220720","PADRE MARCOS","PI","10/2019","1510"
"220730","PAES LANDIM","PI","10/2019","865"
"220735","PAJEÚ DO PIAUÍ","PI","10/2019","584"
"220740","PALMEIRA DO PIAUÍ","PI","10/2019","833"
"220750","PALMEIRAIS","PI","10/2019","2733"
"220755","PAQUETÁ","PI","10/2019","773"
"220760","PARNAGUÁ","PI","10/2019","2177"
"220770","PARNAÍBA","PI","10/2019","10070"
"220775","PASSAGEM FRANCA DO PIAUÍ","PI","10/2019","919"
"220777","PATOS DO PIAUÍ","PI","10/2019","899"
"220779","PAU DARCO DO PIAUÍ","PI","10/2019","965"
"220780","PAULISTANA","PI","10/2019","3900"
"220785","PAVUSSU","PI","10/2019","1144"
"220790","PEDRO II","PI","10/2019","7186"
"220793","PEDRO LAURENTINO","PI","10/2019","560"
"220795","NOVA SANTA RITA","PI","10/2019","1009"
"220800","PICOS","PI","10/2019","9917"
"220810","PIMENTEIRAS","PI","10/2019","1913"
"220820","PIO IX","PI","10/2019","3080"
"220830","PIRACURUCA","PI","10/2019","5142"
"220840","PIRIPIRI","PI","10/2019","6119"
"220850","PORTO","PI","10/2019","2376"
"220855","PORTO ALEGRE DO PIAUÍ","PI","10/2019","471"
"220860","PRATA DO PIAUÍ","PI","10/2019","732"
"220865","QUEIMADA NOVA","PI","10/2019","1395"
"220870","REDENÇÃO DO GURGUÉIA","PI","10/2019","2032"
"220880","REGENERAÇÃO","PI","10/2019","3923"
"220885","RIACHO FRIO","PI","10/2019","893"
"220887","RIBEIRA DO PIAUÍ","PI","10/2019","1098"
"220890","RIBEIRO GONÇALVES","PI","10/2019","911"
"220900","RIO GRANDE DO PIAUÍ","PI","10/2019","1351"
"220910","SANTA CRUZ DO PIAUÍ","PI","10/2019","989"
"220915","SANTA CRUZ DOS MILAGRES","PI","10/2019","510"
"220920","SANTA FILOMENA","PI","10/2019","894"
"220930","SANTA LUZ","PI","10/2019","1206"
"220935","SANTANA DO PIAUÍ","PI","10/2019","571"
"220937","SANTA ROSA DO PIAUÍ","PI","10/2019","891"
"220940","SANTO ANTÔNIO DE LISBOA","PI","10/2019","861"
"220945","SANTO ANTÔNIO DOS MILAGRES","PI","10/2019","260"
"220950","SANTO INÁCIO DO PIAUÍ","PI","10/2019","674"
"220955","SÃO BRAZ DO PIAUÍ","PI","10/2019","1060"
"220960","SÃO FÉLIX DO PIAUÍ","PI","10/2019","449"
"220965","SÃO FRANCISCO DE ASSIS DO PIAUÍ","PI","10/2019","1297"
"220970","SÃO FRANCISCO DO PIAUÍ","PI","10/2019","1084"
"220975","SÃO GONÇALO DO GURGUÉIA","PI","10/2019","489"
"220980","SÃO GONÇALO DO PIAUÍ","PI","10/2019","811"
"220985","SÃO JOÃO DA CANABRAVA","PI","10/2019","788"
"220987","SÃO JOÃO DA FRONTEIRA","PI","10/2019","974"
"220990","SÃO JOÃO DA SERRA","PI","10/2019","1174"
"220995","SÃO JOÃO DA VARJOTA","PI","10/2019","608"
"220997","SÃO JOÃO DO ARRAIAL","PI","10/2019","1926"
"221000","SÃO JOÃO DO PIAUÍ","PI","10/2019","3104"
"221005","SÃO JOSÉ DO DIVINO","PI","10/2019","1087"
"221010","SÃO JOSÉ DO PEIXE","PI","10/2019","773"
"221020","SÃO JOSÉ DO PIAUÍ","PI","10/2019","993"
"221030","SÃO JULIÃO","PI","10/2019","1110"
"221035","SÃO LOURENÇO DO PIAUÍ","PI","10/2019","1047"
"221037","SÃO LUIS DO PIAUÍ","PI","10/2019","358"
"221038","SÃO MIGUEL DA BAIXA GRANDE","PI","10/2019","278"
"221039","SÃO MIGUEL DO FIDALGO","PI","10/2019","581"
"221040","SÃO MIGUEL DO TAPUIO","PI","10/2019","2652"
"221050","SÃO PEDRO DO PIAUÍ","PI","10/2019","2889"
"221060","SÃO RAIMUNDO NONATO","PI","10/2019","5315"
"221062","SEBASTIÃO BARROS","PI","10/2019","782"
"221063","SEBASTIÃO LEAL","PI","10/2019","639"
"221065","SIGEFREDO PACHECO","PI","10/2019","1902"
"221070","SIMÕES","PI","10/2019","1990"
"221080","SIMPLÍCIO MENDES","PI","10/2019","2195"
"221090","SOCORRO DO PIAUÍ","PI","10/2019","909"
"221093","SUSSUAPARA","PI","10/2019","837"
"221095","TAMBORIL DO PIAUÍ","PI","10/2019","597"
"221097","TANQUE DO PIAUÍ","PI","10/2019","462"
"221100","TERESINA","PI","10/2019","56540"
"221110","UNIÃO","PI","10/2019","7640"
"221120","URUÇUÍ","PI","10/2019","3232"
"221130","VALENÇA DO PIAUÍ","PI","10/2019","2233"
"221135","VÁRZEA BRANCA","PI","10/2019","1197"
"221140","VÁRZEA GRANDE","PI","10/2019","889"
"221150","VERA MENDES","PI","10/2019","632"
"221160","VILA NOVA DO PIAUÍ","PI","10/2019","493"
"221170","WALL FERRAZ","PI","10/2019","735"
"410010","ABATIÁ","PR","10/2019","322"
"410020","ADRIANÓPOLIS","PR","10/2019","365"
"410030","AGUDOS DO SUL","PR","10/2019","678"
"410040","ALMIRANTE TAMANDARÉ","PR","10/2019","3429"
"410045","ALTAMIRA DO PARANÁ","PR","10/2019","246"
"410050","ALTÔNIA","PR","10/2019","506"
"410060","ALTO PARANÁ","PR","10/2019","629"
"410070","ALTO PIQUIRI","PR","10/2019","540"
"410080","ALVORADA DO SUL","PR","10/2019","417"
"410090","AMAPORÃ","PR","10/2019","511"
"410100","AMPÉRE","PR","10/2019","313"
"410105","ANAHY","PR","10/2019","86"
"410110","ANDIRÁ","PR","10/2019","926"
"410115","ÂNGULO","PR","10/2019","155"
"410120","ANTONINA","PR","10/2019","992"
"410130","ANTÔNIO OLINTO","PR","10/2019","553"
"410140","APUCARANA","PR","10/2019","2519"
"410150","ARAPONGAS","PR","10/2019","2070"
"410160","ARAPOTI","PR","10/2019","1113"
"410165","ARAPUÃ","PR","10/2019","357"
"410170","ARARUNA","PR","10/2019","377"
"410180","ARAUCÁRIA","PR","10/2019","5441"
"410185","ARIRANHA DO IVAÍ","PR","10/2019","114"
"410190","ASSAÍ","PR","10/2019","575"
"410200","ASSIS CHATEAUBRIAND","PR","10/2019","775"
"410210","ASTORGA","PR","10/2019","701"
"410220","ATALAIA","PR","10/2019","77"
"410230","BALSA NOVA","PR","10/2019","595"
"410240","BANDEIRANTES","PR","10/2019","996"
"410250","BARBOSA FERRAZ","PR","10/2019","832"
"410260","BARRACÃO","PR","10/2019","481"
"410270","BARRA DO JACARÉ","PR","10/2019","142"
"410275","BELA VISTA DA CAROBA","PR","10/2019","204"
"410280","BELA VISTA DO PARAÍSO","PR","10/2019","628"
"410290","BITURUNA","PR","10/2019","865"
"410300","BOA ESPERANÇA","PR","10/2019","213"
"410302","BOA ESPERANÇA DO IGUAÇU","PR","10/2019","92"
"410304","BOA VENTURA DE SÃO ROQUE","PR","10/2019","522"
"410305","BOA VISTA DA APARECIDA","PR","10/2019","627"
"410310","BOCAIÚVA DO SUL","PR","10/2019","912"
"410315","BOM JESUS DO SUL","PR","10/2019","134"
"410320","BOM SUCESSO","PR","10/2019","190"
"410322","BOM SUCESSO DO SUL","PR","10/2019","95"
"410330","BORRAZÓPOLIS","PR","10/2019","407"
"410335","BRAGANEY","PR","10/2019","303"
"410337","BRASILÂNDIA DO SUL","PR","10/2019","193"
"410340","CAFEARA","PR","10/2019","148"
"410345","CAFELÂNDIA","PR","10/2019","366"
"410347","CAFEZAL DO SUL","PR","10/2019","147"
"410350","CALIFÓRNIA","PR","10/2019","367"
"410360","CAMBARÁ","PR","10/2019","1909"
"410370","CAMBÉ","PR","10/2019","3080"
"410380","CAMBIRA","PR","10/2019","390"
"410390","CAMPINA DA LAGOA","PR","10/2019","619"
"410395","CAMPINA DO SIMÃO","PR","10/2019","352"
"410400","CAMPINA GRANDE DO SUL","PR","10/2019","1744"
"410405","CAMPO BONITO","PR","10/2019","276"
"410410","CAMPO DO TENENTE","PR","10/2019","554"
"410420","CAMPO LARGO","PR","10/2019","2277"
"410425","CAMPO MAGRO","PR","10/2019","840"
"410430","CAMPO MOURÃO","PR","10/2019","3240"
"410440","CÂNDIDO DE ABREU","PR","10/2019","1109"
"410442","CANDÓI","PR","10/2019","851"
"410445","CANTAGALO","PR","10/2019","704"
"410450","CAPANEMA","PR","10/2019","404"
"410460","CAPITÃO LEÔNIDAS MARQUES","PR","10/2019","622"
"410465","CARAMBEÍ","PR","10/2019","823"
"410470","CARLÓPOLIS","PR","10/2019","478"
"410480","CASCAVEL","PR","10/2019","5005"
"410490","CASTRO","PR","10/2019","3286"
"410500","CATANDUVAS","PR","10/2019","442"
"410510","CENTENÁRIO DO SUL","PR","10/2019","456"
"410520","CERRO AZUL","PR","10/2019","1647"
"410530","CÉU AZUL","PR","10/2019","178"
"410540","CHOPINZINHO","PR","10/2019","941"
"410550","CIANORTE","PR","10/2019","1477"
"410560","CIDADE GAÚCHA","PR","10/2019","457"
"410570","CLEVELÂNDIA","PR","10/2019","654"
"410580","COLOMBO","PR","10/2019","7724"
"410590","COLORADO","PR","10/2019","347"
"410600","CONGONHINHAS","PR","10/2019","571"
"410610","CONSELHEIRO MAIRINCK","PR","10/2019","227"
"410620","CONTENDA","PR","10/2019","446"
"410630","CORBÉLIA","PR","10/2019","404"
"410640","CORNÉLIO PROCÓPIO","PR","10/2019","820"
"410645","CORONEL DOMINGOS SOARES","PR","10/2019","454"
"410650","CORONEL VIVIDA","PR","10/2019","588"
"410655","CORUMBATAÍ DO SUL","PR","10/2019","292"
"410657","CRUZEIRO DO IGUAÇU","PR","10/2019","171"
"410660","CRUZEIRO DO OESTE","PR","10/2019","536"
"410670","CRUZEIRO DO SUL","PR","10/2019","278"
"410680","CRUZ MACHADO","PR","10/2019","760"
"410685","CRUZMALTINA","PR","10/2019","218"
"410690","CURITIBA","PR","10/2019","28705"
"410700","CURIÚVA","PR","10/2019","1074"
"410710","DIAMANTE DO NORTE","PR","10/2019","208"
"410712","DIAMANTE DO SUL","PR","10/2019","252"
"410715","DIAMANTE DOESTE","PR","10/2019","179"
"410720","DOIS VIZINHOS","PR","10/2019","620"
"410725","DOURADINA","PR","10/2019","174"
"410730","DOUTOR CAMARGO","PR","10/2019","149"
"410740","ENÉAS MARQUES","PR","10/2019","266"
"410750","ENGENHEIRO BELTRÃO","PR","10/2019","626"
"410752","ESPERANÇA NOVA","PR","10/2019","72"
"410753","ENTRE RIOS DO OESTE","PR","10/2019","40"
"410754","ESPIGÃO ALTO DO IGUAÇU","PR","10/2019","547"
"410755","FAROL","PR","10/2019","194"
"410760","FAXINAL","PR","10/2019","988"
"410765","FAZENDA RIO GRANDE","PR","10/2019","2517"
"410770","FÊNIX","PR","10/2019","346"
"410773","FERNANDES PINHEIRO","PR","10/2019","667"
"410775","FIGUEIRA","PR","10/2019","690"
"410780","FLORAÍ","PR","10/2019","127"
"410785","FLOR DA SERRA DO SUL","PR","10/2019","229"
"410790","FLORESTA","PR","10/2019","136"
"410800","FLORESTÓPOLIS","PR","10/2019","1378"
"410810","FLÓRIDA","PR","10/2019","104"
"410820","FORMOSA DO OESTE","PR","10/2019","140"
"410830","FOZ DO IGUAÇU","PR","10/2019","8749"
"410832","FRANCISCO ALVES","PR","10/2019","421"
"410840","FRANCISCO BELTRÃO","PR","10/2019","1496"
"410845","FOZ DO JORDÃO","PR","10/2019","394"
"410850","GENERAL CARNEIRO","PR","10/2019","1075"
"410855","GODOY MOREIRA","PR","10/2019","224"
"410860","GOIOERÊ","PR","10/2019","1381"
"410865","GOIOXIM","PR","10/2019","698"
"410870","GRANDES RIOS","PR","10/2019","697"
"410880","GUAÍRA","PR","10/2019","831"
"410890","GUAIRAÇÁ","PR","10/2019","265"
"410895","GUAMIRANGA","PR","10/2019","346"
"410900","GUAPIRAMA","PR","10/2019","168"
"410910","GUAPOREMA","PR","10/2019","107"
"410920","GUARACI","PR","10/2019","253"
"410930","GUARANIAÇU","PR","10/2019","392"
"410940","GUARAPUAVA","PR","10/2019","6007"
"410950","GUARAQUEÇABA","PR","10/2019","1231"
"410960","GUARATUBA","PR","10/2019","1985"
"410965","HONÓRIO SERPA","PR","10/2019","366"
"410970","IBAITI","PR","10/2019","805"
"410975","IBEMA","PR","10/2019","363"
"410980","IBIPORÃ","PR","10/2019","1805"
"410990","ICARAÍMA","PR","10/2019","355"
"411000","IGUARAÇU","PR","10/2019","132"
"411005","IGUATU","PR","10/2019","74"
"411007","IMBAÚ","PR","10/2019","808"
"411010","IMBITUVA","PR","10/2019","1039"
"411020","INÁCIO MARTINS","PR","10/2019","900"
"411030","INAJÁ","PR","10/2019","245"
"411040","INDIANÓPOLIS","PR","10/2019","136"
"411050","IPIRANGA","PR","10/2019","525"
"411060","IPORÃ","PR","10/2019","329"
"411065","IRACEMA DO OESTE","PR","10/2019","108"
"411070","IRATI","PR","10/2019","2547"
"411080","IRETAMA","PR","10/2019","629"
"411090","ITAGUAJÉ","PR","10/2019","139"
"411095","ITAIPULÂNDIA","PR","10/2019","376"
"411100","ITAMBARACÁ","PR","10/2019","264"
"411110","ITAMBÉ","PR","10/2019","35"
"411120","ITAPEJARA DOESTE","PR","10/2019","401"
"411125","ITAPERUÇU","PR","10/2019","2378"
"411130","ITAÚNA DO SUL","PR","10/2019","215"
"411140","IVAÍ","PR","10/2019","958"
"411150","IVAIPORÃ","PR","10/2019","621"
"411155","IVATÉ","PR","10/2019","219"
"411160","IVATUBA","PR","10/2019","54"
"411170","JABOTI","PR","10/2019","227"
"411180","JACAREZINHO","PR","10/2019","1791"
"411190","JAGUAPITÃ","PR","10/2019","420"
"411200","JAGUARIAÍVA","PR","10/2019","1294"
"411210","JANDAIA DO SUL","PR","10/2019","718"
"411220","JANIÓPOLIS","PR","10/2019","249"
"411230","JAPIRA","PR","10/2019","234"
"411240","JAPURÁ","PR","10/2019","466"
"411250","JARDIM ALEGRE","PR","10/2019","646"
"411260","JARDIM OLINDA","PR","10/2019","64"
"411270","JATAIZINHO","PR","10/2019","744"
"411275","JESUÍTAS","PR","10/2019","378"
"411280","JOAQUIM TÁVORA","PR","10/2019","267"
"411290","JUNDIAÍ DO SUL","PR","10/2019","228"
"411295","JURANDA","PR","10/2019","400"
"411300","JUSSARA","PR","10/2019","222"
"411310","KALORÉ","PR","10/2019","265"
"411320","LAPA","PR","10/2019","1728"
"411325","LARANJAL","PR","10/2019","705"
"411330","LARANJEIRAS DO SUL","PR","10/2019","980"
"411340","LEÓPOLIS","PR","10/2019","186"
"411342","LIDIANÓPOLIS","PR","10/2019","263"
"411345","LINDOESTE","PR","10/2019","461"
"411350","LOANDA","PR","10/2019","491"
"411360","LOBATO","PR","10/2019","168"
"411370","LONDRINA","PR","10/2019","18443"
"411373","LUIZIANA","PR","10/2019","518"
"411375","LUNARDELLI","PR","10/2019","347"
"411380","LUPIONÓPOLIS","PR","10/2019","390"
"411390","MALLET","PR","10/2019","532"
"411400","MAMBORÊ","PR","10/2019","835"
"411410","MANDAGUAÇU","PR","10/2019","498"
"411420","MANDAGUARI","PR","10/2019","583"
"411430","MANDIRITUBA","PR","10/2019","1162"
"411435","MANFRINÓPOLIS","PR","10/2019","110"
"411440","MANGUEIRINHA","PR","10/2019","888"
"411450","MANOEL RIBAS","PR","10/2019","1048"
"411460","MARECHAL CÂNDIDO RONDON","PR","10/2019","572"
"411470","MARIA HELENA","PR","10/2019","189"
"411480","MARIALVA","PR","10/2019","1134"
"411490","MARILÂNDIA DO SUL","PR","10/2019","536"
"411500","MARILENA","PR","10/2019","248"
"411510","MARILUZ","PR","10/2019","652"
"411520","MARINGÁ","PR","10/2019","5790"
"411530","MARIÓPOLIS","PR","10/2019","139"
"411535","MARIPÁ","PR","10/2019","50"
"411540","MARMELEIRO","PR","10/2019","746"
"411545","MARQUINHO","PR","10/2019","465"
"411550","MARUMBI","PR","10/2019","148"
"411560","MATELÂNDIA","PR","10/2019","222"
"411570","MATINHOS","PR","10/2019","1334"
"411573","MATO RICO","PR","10/2019","357"
"411575","MAUÁ DA SERRA","PR","10/2019","513"
"411580","MEDIANEIRA","PR","10/2019","604"
"411585","MERCEDES","PR","10/2019","77"
"411590","MIRADOR","PR","10/2019","134"
"411600","MIRASELVA","PR","10/2019","75"
"411605","MISSAL","PR","10/2019","445"
"411610","MOREIRA SALES","PR","10/2019","872"
"411620","MORRETES","PR","10/2019","1408"
"411630","MUNHOZ DE MELO","PR","10/2019","155"
"411640","NOSSA SENHORA DAS GRAÇAS","PR","10/2019","124"
"411650","NOVA ALIANÇA DO IVAÍ","PR","10/2019","50"
"411660","NOVA AMÉRICA DA COLINA","PR","10/2019","290"
"411670","NOVA AURORA","PR","10/2019","359"
"411680","NOVA CANTU","PR","10/2019","594"
"411690","NOVA ESPERANÇA","PR","10/2019","1022"
"411695","NOVA ESPERANÇA DO SUDOESTE","PR","10/2019","158"
"411700","NOVA FÁTIMA","PR","10/2019","289"
"411705","NOVA LARANJEIRAS","PR","10/2019","953"
"411710","NOVA LONDRINA","PR","10/2019","361"
"411720","NOVA OLÍMPIA","PR","10/2019","325"
"411721","NOVA SANTA BÁRBARA","PR","10/2019","211"
"411722","NOVA SANTA ROSA","PR","10/2019","158"
"411725","NOVA PRATA DO IGUAÇU","PR","10/2019","268"
"411727","NOVA TEBAS","PR","10/2019","327"
"411729","NOVO ITACOLOMI","PR","10/2019","148"
"411730","ORTIGUEIRA","PR","10/2019","1933"
"411740","OURIZONA","PR","10/2019","92"
"411745","OURO VERDE DO OESTE","PR","10/2019","114"
"411750","PAIÇANDU","PR","10/2019","1511"
"411760","PALMAS","PR","10/2019","2214"
"411770","PALMEIRA","PR","10/2019","644"
"411780","PALMITAL","PR","10/2019","1183"
"411790","PALOTINA","PR","10/2019","389"
"411800","PARAÍSO DO NORTE","PR","10/2019","180"
"411810","PARANACITY","PR","10/2019","562"
"411820","PARANAGUÁ","PR","10/2019","4285"
"411830","PARANAPOEMA","PR","10/2019","133"
"411840","PARANAVAÍ","PR","10/2019","2669"
"411845","PATO BRAGADO","PR","10/2019","38"
"411850","PATO BRANCO","PR","10/2019","1577"
"411860","PAULA FREITAS","PR","10/2019","199"
"411870","PAULO FRONTIN","PR","10/2019","151"
"411880","PEABIRU","PR","10/2019","508"
"411885","PEROBAL","PR","10/2019","221"
"411890","PÉROLA","PR","10/2019","152"
"411900","PÉROLA DOESTE","PR","10/2019","138"
"411910","PIÊN","PR","10/2019","261"
"411915","PINHAIS","PR","10/2019","3465"
"411920","PINHALÃO","PR","10/2019","384"
"411925","PINHAL DE SÃO BENTO","PR","10/2019","148"
"411930","PINHÃO","PR","10/2019","1736"
"411940","PIRAÍ DO SUL","PR","10/2019","1054"
"411950","PIRAQUARA","PR","10/2019","5601"
"411960","PITANGA","PR","10/2019","2193"
"411965","PITANGUEIRAS","PR","10/2019","109"
"411970","PLANALTINA DO PARANÁ","PR","10/2019","324"
"411980","PLANALTO","PR","10/2019","444"
"411990","PONTA GROSSA","PR","10/2019","9593"
"411995","PONTAL DO PARANÁ","PR","10/2019","799"
"412000","PORECATU","PR","10/2019","780"
"412010","PORTO AMAZONAS","PR","10/2019","144"
"412015","PORTO BARREIRO","PR","10/2019","274"
"412020","PORTO RICO","PR","10/2019","114"
"412030","PORTO VITÓRIA","PR","10/2019","143"
"412033","PRADO FERREIRA","PR","10/2019","173"
"412035","PRANCHITA","PR","10/2019","259"
"412040","PRESIDENTE CASTELO BRANCO","PR","10/2019","98"
"412050","PRIMEIRO DE MAIO","PR","10/2019","409"
"412060","PRUDENTÓPOLIS","PR","10/2019","2695"
"412065","QUARTO CENTENÁRIO","PR","10/2019","175"
"412070","QUATIGUÁ","PR","10/2019","356"
"412080","QUATRO BARRAS","PR","10/2019","258"
"412085","QUATRO PONTES","PR","10/2019","15"
"412090","QUEDAS DO IGUAÇU","PR","10/2019","2117"
"412100","QUERÊNCIA DO NORTE","PR","10/2019","493"
"412110","QUINTA DO SOL","PR","10/2019","228"
"412120","QUITANDINHA","PR","10/2019","575"
"412125","RAMILÂNDIA","PR","10/2019","182"
"412130","RANCHO ALEGRE","PR","10/2019","158"
"412135","RANCHO ALEGRE DOESTE","PR","10/2019","101"
"412140","REALEZA","PR","10/2019","296"
"412150","REBOUÇAS","PR","10/2019","1390"
"412160","RENASCENÇA","PR","10/2019","159"
"412170","RESERVA","PR","10/2019","1806"
"412175","RESERVA DO IGUAÇU","PR","10/2019","549"
"412180","RIBEIRÃO CLARO","PR","10/2019","573"
"412190","RIBEIRÃO DO PINHAL","PR","10/2019","1169"
"412200","RIO AZUL","PR","10/2019","480"
"412210","RIO BOM","PR","10/2019","116"
"412215","RIO BONITO DO IGUAÇU","PR","10/2019","1395"
"412217","RIO BRANCO DO IVAÍ","PR","10/2019","504"
"412220","RIO BRANCO DO SUL","PR","10/2019","2249"
"412230","RIO NEGRO","PR","10/2019","692"
"412240","ROLÂNDIA","PR","10/2019","1376"
"412250","RONCADOR","PR","10/2019","567"
"412260","RONDON","PR","10/2019","282"
"412265","ROSÁRIO DO IVAÍ","PR","10/2019","341"
"412270","SABÁUDIA","PR","10/2019","200"
"412280","SALGADO FILHO","PR","10/2019","116"
"412290","SALTO DO ITARARÉ","PR","10/2019","242"
"412300","SALTO DO LONTRA","PR","10/2019","405"
"412310","SANTA AMÉLIA","PR","10/2019","321"
"412320","SANTA CECÍLIA DO PAVÃO","PR","10/2019","227"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","10/2019","426"
"412340","SANTA FÉ","PR","10/2019","196"
"412350","SANTA HELENA","PR","10/2019","527"
"412360","SANTA INÊS","PR","10/2019","67"
"412370","SANTA ISABEL DO IVAÍ","PR","10/2019","111"
"412380","SANTA IZABEL DO OESTE","PR","10/2019","334"
"412382","SANTA LÚCIA","PR","10/2019","133"
"412385","SANTA MARIA DO OESTE","PR","10/2019","794"
"412390","SANTA MARIANA","PR","10/2019","818"
